host_timestamp_iso,host_time_monotonic_s,frame_idx,raw_serial_line,serial_time_us,raw_mag_x_uT,raw_mag_y_uT,raw_mag_z_uT,raw_acc_x,raw_acc_y,raw_acc_z,raw_gyr_x,raw_gyr_y,raw_gyr_z,mag_board_start_x_m,mag_board_start_y_m,mag_board_start_z_m,mag_board_end_x_m,mag_board_end_y_m,mag_board_end_z_m,mag_table_start_x_m,mag_table_start_y_m,mag_table_start_z_m,mag_table_end_x_m,mag_table_end_y_m,mag_table_end_z_m,table_visible,board88_visible
2026-07-08T16:55:39.984,2191546.375,11,"12520148,85.00,87.50,0.00,-0.02,-0.06,-1.03,3.97,4.39,0.00",12520148.0,85.0,87.5,0.0,-0.02,-0.06,-1.03,3.97,4.39,0.0,0.0,-0.03,-0.055,0.004375,-0.03,-0.05075,0.06677416,-0.22460684,0.035640225,0.062244266,-0.22531377,0.039663088,1,1
2026-07-08T16:55:40.068,2191546.453,12,"12737294,75.00,102.50,-2.50,-0.02,-0.06,-1.03,3.91,4.21,-0.12",12737294.0,75.0,102.5,-2.5,-0.02,-0.06,-1.03,3.91,4.21,-0.12,0.0,-0.03,-0.055,0.005125,-0.030125,-0.051250000000000004,0.066985674,-0.22272834,0.04741523,0.061612625,-0.22338662,0.050738,1,1
2026-07-08T16:55:40.141,2191546.531,13,"12954429,80.00,112.50,-7.50,-0.02,-0.06,-1.02,3.85,4.33,0.12",12954429.0,80.0,112.5,-7.5,-0.02,-0.06,-1.02,3.85,4.33,0.12,0.0,-0.03,-0.055,0.005625000000000001,-0.030375,-0.051000000000000004,0.058825288,-0.22272652,0.083719075,0.052826513,-0.22349235,0.08706713,1,1
2026-07-08T16:55:40.216,2191546.609,14,"13170597,107.50,102.50,5.00,-0.02,-0.06,-1.02,3.91,4.46,0.06",13170597.0,107.5,102.5,5.0,-0.02,-0.06,-1.02,3.91,4.46,0.06,0.0,-0.03,-0.055,0.005125,-0.02975,-0.049625,0.055448994,-0.22251141,0.093667895,0.04982568,-0.22423118,0.09821096,1,1
2026-07-08T16:55:40.294,2191546.687,15,"13386721,67.50,112.50,25.00,-0.02,-0.06,-1.02,3.85,4.21,0.00",13386721.0,67.5,112.5,25.0,-0.02,-0.06,-1.02,3.85,4.21,0.0,0.0,-0.03,-0.055,0.005625000000000001,-0.028749999999999998,-0.051625000000000004,0.043023527,-0.21978833,0.13602693,0.03723607,-0.22207567,0.13844915,1,1
2026-07-08T16:55:40.373,2191546.765,16,"13602890,80.00,97.50,45.00,-0.02,-0.06,-1.02,3.66,4.21,0.12",13602890.0,80.0,97.5,45.0,-0.02,-0.06,-1.02,3.66,4.21,0.12,0.0,-0.03,-0.055,0.004875,-0.027749999999999997,-0.051000000000000004,0.0400518,-0.21822093,0.14516102,0.03504365,-0.22165069,0.1479865,1,1
2026-07-08T16:55:40.461,2191546.859,17,"13820040,82.50,80.00,-12.50,-0.02,-0.05,-1.02,10.50,4.15,-0.06",13820040.0,82.5,80.0,-12.5,-0.02,-0.05,-1.02,10.5,4.15,-0.06,0.0,-0.03,-0.055,0.004,-0.030625,-0.050875000000000004,0.037832104,-0.21611184,0.15271337,0.033534236,-0.21676004,0.15652315,1,1
2026-07-08T16:55:40.541,2191546.937,18,"14037164,87.50,102.50,12.50,0.10,-0.37,-1.02,-17.09,-48.58,38.33",14037164.0,87.5,102.5,12.5,0.1,-0.37,-1.02,-17.09,-48.58,38.33,0.0,-0.03,-0.055,0.005125,-0.029375,-0.050625,0.02845065,-0.20605679,0.17061204,0.02312114,-0.20800178,0.17430124,1,1
2026-07-08T16:55:40.617,2191547.015,19,"14253231,2.50,52.50,60.00,0.12,-0.12,-1.05,-0.18,-23.80,13.92",14253231.0,2.5,52.5,60.0,0.12,-0.12,-1.05,-0.18,-23.8,13.92,0.0,-0.03,-0.055,0.002625,-0.027,-0.054875,0.020861696,-0.19515324,0.17481025,0.018411698,-0.19819197,0.17399178,1,1
2026-07-08T16:55:40.694,2191547.093,20,"14469348,-47.50,22.50,92.50,0.16,-0.10,-0.88,9.40,4.58,4.94",14469348.0,-47.5,22.5,92.5,0.16,-0.1,-0.88,9.4,4.58,4.94,0.0,-0.03,-0.055,0.0011249999999999997,-0.025374999999999998,-0.057375,0.018492136,-0.19366539,0.17360865,0.017760249,-0.19760597,0.17011108,1,1
2026-07-08T16:55:40.767,2191547.156,21,"14685445,-62.50,30.00,100.00,0.10,-0.03,-0.96,2.32,11.96,-2.75",14685445.0,-62.5,30.0,100.0,0.1,-0.03,-0.96,2.32,11.96,-2.75,0.0,-0.03,-0.055,0.0014999999999999996,-0.024999999999999998,-0.058125,0.014841911,-0.1897071,0.17135923,0.013838183,-0.19387668,0.16704383,1,1
2026-07-08T16:55:40.839,2191547.234,22,"14904661,-70.00,47.50,100.00,0.10,-0.10,-1.00,-5.62,2.56,-1.46",14904661.0,-70.0,47.5,100.0,0.1,-0.1,-1.0,-5.62,2.56,-1.46,0.0,-0.03,-0.055,0.0023749999999999995,-0.024999999999999998,-0.0585,0.011221143,-0.18816663,0.16872229,0.009406285,-0.19231682,0.16399229,1,1
2026-07-08T16:55:40.983,2191547.375,24,"15120819,-72.50,5.00,115.00,0.10,-0.11,-1.01,0.67,2.93,0.12",15120819.0,-72.5,5.0,115.0,0.1,-0.11,-1.01,0.67,2.93,0.12,0.0,-0.03,-0.055,0.00024999999999999946,-0.02425,-0.058625000000000003,0.008857911,-0.18569069,0.16327356,0.009129095,-0.19052279,0.15849414,1,1
2026-07-08T16:55:41.184,2191547.578,27,"15336945,-77.50,12.50,137.50,0.11,-0.11,-1.00,3.85,6.90,0.43",15336945.0,-77.5,12.5,137.5,0.11,-0.11,-1.0,3.85,6.9,0.43,0.0,-0.03,-0.055,0.0006249999999999994,-0.023125,-0.058875,0.009295495,-0.1852218,0.16218786,0.009291776,-0.19113176,0.15692057,1,1
2026-07-08T16:55:41.391,2191547.781,30,"15553107,-107.50,17.50,102.50,0.11,-0.11,-0.99,7.75,4.52,0.43",15553107.0,-107.5,17.5,102.5,0.11,-0.11,-0.99,7.75,4.52,0.43,0.0,-0.03,-0.055,0.0008749999999999994,-0.024874999999999998,-0.060375,0.0125717,-0.18300349,0.1618372,0.012303481,-0.18687089,0.15544245,1,1
2026-07-08T16:55:41.602,2191548.0,33,"15769198,-137.50,2.50,-22.50,0.10,-0.10,-1.01,7.51,8.30,0.79",15769198.0,-137.5,2.5,-22.5,0.1,-0.1,-1.01,7.51,8.3,0.79,0.0,-0.03,-0.055,0.00012499999999999965,-0.031125,-0.061875,0.011184082,-0.17958474,0.15856668,0.011399769,-0.17702909,0.15208833,1,1
2026-07-08T16:55:41.826,2191548.218,36,"15986358,-202.50,-12.50,-12.50,0.07,-0.10,-0.99,-0.37,4.88,-2.14",15986358.0,-202.5,-12.5,-12.5,0.07,-0.1,-0.99,-0.37,4.88,-2.14,0.0,-0.03,-0.055,-0.0006250000000000007,-0.030625,-0.065125,0.030220343,-0.16766208,0.15613575,0.030322075,-0.16504046,0.1463167,1,1
2026-07-08T16:55:42.045,2191548.437,39,"16203522,-237.50,-5.00,-12.50,0.07,-0.12,-1.03,3.60,7.26,5.31",16203522.0,-237.5,-5.0,-12.5,0.07,-0.12,-1.03,3.6,7.26,5.31,0.0,-0.03,-0.055,-0.00025000000000000066,-0.030625,-0.066875,-0.002856183,-0.16304621,0.1473462,-0.001948375,-0.16024481,0.13582245,1,1
2026-07-08T16:55:42.263,2191548.656,42,"16420643,-267.50,-50.00,-52.50,0.11,-0.10,-1.02,3.17,5.68,0.24",16420643.0,-267.5,-50.0,-52.5,0.11,-0.1,-1.02,3.17,5.68,0.24,0.0,-0.03,-0.055,-0.002500000000000001,-0.032625,-0.068375,-0.01739961,-0.1596698,0.13570341,-0.014181057,-0.15449817,0.12325648,1,1
2026-07-08T16:55:42.486,2191548.875,45,"16637817,-305.00,-127.50,-10.00,0.07,-0.08,-1.01,2.69,8.06,0.18",16637817.0,-305.0,-127.5,-10.0,0.07,-0.08,-1.01,2.69,8.06,0.18,0.0,-0.03,-0.055,-0.006375000000000001,-0.0305,-0.07025,-0.02086845,-0.15541704,0.13058682,-0.013606898,-0.15181322,0.11617378,1,1
