host_timestamp_iso,host_time_monotonic_s,frame_idx,raw_serial_line,sensor_data_received,serial_time_us,raw_mag_x_uT,raw_mag_y_uT,raw_mag_z_uT,raw_acc_x,raw_acc_y,raw_acc_z,raw_gyr_x,raw_gyr_y,raw_gyr_z,sensor_table_x_m,sensor_table_y_m,sensor_table_z_m,mag_table_x_uT,mag_table_y_uT,mag_table_z_uT,table_visible,board88_visible
2026-07-15T17:22:13.767,6482.734,0,"21132891,-92.50,-77.50,897.50,-0.02,-0.06,-1.03,3.72,4.21,-0.12",1,21132891.0,-92.5,-77.5,897.5,-0.02,-0.06,-1.03,3.72,4.21,-0.12,0.023741507902741432,-0.12588585913181305,0.028729701414704323,-0.04438276216387749,0.007380925118923187,-0.005085701122879982,1,1
2026-07-15T17:22:13.910,6482.875,1,"21348810,-77.50,-70.00,917.50,-0.02,-0.06,-1.03,3.78,4.33,0.00",1,21348810.0,-77.5,-70.0,917.5,-0.02,-0.06,-1.03,3.78,4.33,0.0,0.02404710277915001,-0.1256532222032547,0.02929818630218506,-0.045439859852194786,0.006647512316703796,-0.004776090383529663,1,1
2026-07-15T17:22:13.971,6482.937,2,"21564686,-97.50,-102.50,932.50,-0.02,-0.05,-1.02,3.72,4.33,-0.12",1,21564686.0,-97.5,-102.5,932.5,-0.02,-0.05,-1.02,3.72,4.33,-0.12,0.023017019033432007,-0.12593357264995575,0.02730802819132805,-0.046070173382759094,0.008005864918231964,-0.006112862378358841,1,1
2026-07-15T17:22:14.030,6483.0,3,"21780612,-100.00,-100.00,940.00,-0.02,-0.06,-1.02,3.72,4.33,0.00",1,21780612.0,-100.0,-100.0,940.0,-0.02,-0.06,-1.02,3.72,4.33,0.0,0.022826367989182472,-0.12585492432117462,0.027112478390336037,-0.04644492454826832,0.008148424327373505,-0.005955858156085014,1,1
2026-07-15T17:22:14.079,6483.046,4,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.022861214354634285,-0.12601016461849213,0.027229182422161102,-0.046446967869997025,0.008112169802188873,-0.0059893205761909485,1,1
2026-07-15T17:22:14.127,6483.093,5,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.022722406312823296,-0.12592855095863342,0.026932453736662865,-0.04645221866667271,0.008121855556964874,-0.005935221910476685,1,1
2026-07-15T17:22:14.172,6483.14,6,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.023374440148472786,-0.1254529356956482,0.027841702103614807,-0.04648569971323013,0.007867150008678436,-0.0060156118124723434,1,1
2026-07-15T17:22:14.232,6483.203,7,"21996560,-95.00,-82.50,925.00,-0.02,-0.06,-1.02,3.78,4.27,-0.18",1,21996560.0,-95.0,-82.5,925.0,-0.02,-0.06,-1.02,3.78,4.27,-0.18,0.023022936657071114,-0.12597446143627167,0.027283286675810814,-0.045747412368655205,0.007746003568172455,-0.005080768838524818,1,1
2026-07-15T17:22:14.281,6483.25,8,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02282741293311119,-0.126031756401062,0.02705424837768078,-0.045741379261016846,0.007736817002296448,-0.005148664116859436,1,1
2026-07-15T17:22:14.328,6483.296,9,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02343282289803028,-0.12544220685958862,0.027794338762760162,-0.04577958025038242,0.007527247071266174,-0.005119677633047104,1,1
