host_timestamp_iso,host_time_monotonic_s,frame_idx,raw_serial_line,serial_time_us,raw_mag_x_uT,raw_mag_y_uT,raw_mag_z_uT,raw_acc_x,raw_acc_y,raw_acc_z,raw_gyr_x,raw_gyr_y,raw_gyr_z,mag_board_start_x_m,mag_board_start_y_m,mag_board_start_z_m,mag_board_end_x_m,mag_board_end_y_m,mag_board_end_z_m,mag_table_start_x_m,mag_table_start_y_m,mag_table_start_z_m,mag_table_end_x_m,mag_table_end_y_m,mag_table_end_z_m,table_visible,board88_visible
2026-07-08T16:57:30.168,2191656.562,0,"9359594,75.00,-25.00,272.50,-0.04,-0.05,-1.03,3.85,4.52,0.31",9359594.0,75.0,-25.0,272.5,-0.04,-0.05,-1.03,3.85,4.52,0.31,0.0,-0.03,-0.055,-0.0012500000000000007,-0.016375,-0.05125,0.21404172,0.065790035,0.044503096,0.21834087,0.052534215,0.047161296,1,1
2026-07-08T16:57:30.348,2191656.734,1,"9575539,65.00,-7.50,282.50,-0.03,-0.05,-1.03,3.91,4.46,0.31",9575539.0,65.0,-7.5,282.5,-0.03,-0.05,-1.03,3.91,4.46,0.31,0.0,-0.03,-0.055,-0.00037500000000000066,-0.015875,-0.05175,0.21368647,0.06566627,0.043979175,0.21726589,0.051771548,0.046063162,1,1
2026-07-08T16:57:30.437,2191656.828,2,"9791536,82.50,-17.50,290.00,-0.04,-0.05,-1.03,3.85,4.33,0.43",9791536.0,82.5,-17.5,290.0,-0.04,-0.05,-1.03,3.85,4.33,0.43,0.0,-0.03,-0.055,-0.0008750000000000007,-0.015499999999999998,-0.050875000000000004,0.21393685,0.06562489,0.044201706,0.21806854,0.05140549,0.04716294,1,1
2026-07-08T16:57:30.525,2191656.921,3,"10007506,72.50,-37.50,300.00,-0.04,-0.05,-1.02,3.85,4.39,0.18",10007506.0,72.5,-37.5,300.0,-0.04,-0.05,-1.02,3.85,4.39,0.18,0.0,-0.03,-0.055,-0.0018750000000000008,-0.014999999999999998,-0.051375,0.21406475,0.06594638,0.044544082,0.21929641,0.051511873,0.04697947,1,1
2026-07-08T16:57:30.621,2191657.015,4,"10223591,70.00,-37.50,290.00,-0.04,-0.05,-1.02,3.91,4.46,0.24",10223591.0,70.0,-37.5,290.0,-0.04,-0.05,-1.02,3.91,4.46,0.24,0.0,-0.03,-0.055,-0.0018750000000000008,-0.015499999999999998,-0.0515,0.21413113,0.065801345,0.04462476,0.21923968,0.0518626,0.04699748,1,1
2026-07-08T16:57:30.821,2191657.218,6,"10439579,62.50,7.50,312.50,-0.03,-0.05,-1.02,4.15,4.52,0.12",10439579.0,62.5,7.5,312.5,-0.03,-0.05,-1.02,4.15,4.52,0.12,0.0,-0.03,-0.055,0.00037499999999999925,-0.014374999999999999,-0.051875,0.21426742,0.06588136,0.04446272,0.21746287,0.050371658,0.046275202,1,1
2026-07-08T16:57:31.025,2191657.421,8,"10656587,75.00,-22.50,282.50,-0.03,-0.05,-1.02,3.97,4.46,0.12",10656587.0,75.0,-22.5,282.5,-0.03,-0.05,-1.02,3.97,4.46,0.12,0.0,-0.03,-0.055,-0.0011250000000000008,-0.015875,-0.05125,0.21361919,0.06541632,0.04417807,0.21793127,0.051661454,0.046833877,1,1
2026-07-08T16:57:31.224,2191657.609,10,"10872590,75.00,5.00,270.00,-0.03,-0.05,-1.02,3.91,4.39,0.31",10872590.0,75.0,5.0,270.0,-0.03,-0.05,-1.02,3.91,4.39,0.31,0.0,-0.03,-0.055,0.0002499999999999994,-0.0165,-0.05125,0.21291217,0.06498625,0.044027556,0.21578214,0.051537264,0.04672258,1,1
2026-07-08T16:57:31.482,2191657.875,13,"11088547,105.00,32.50,275.00,-0.04,-0.05,-1.02,3.97,4.27,0.24",11088547.0,105.0,32.5,275.0,-0.04,-0.05,-1.02,3.97,4.27,0.24,0.0,-0.03,-0.055,0.0016249999999999995,-0.01625,-0.04975,0.21394117,0.06583039,0.04417886,0.21545638,0.051662456,0.048208695,1,1
2026-07-08T16:57:31.690,2191658.078,16,"11304489,85.00,10.00,237.50,-0.06,0.63,-1.08,6.47,3.91,-10.68",11304489.0,85.0,10.0,237.5,-0.06,0.63,-1.08,6.47,3.91,-10.68,0.0,-0.03,-0.055,0.0004999999999999995,-0.018125,-0.05075,0.21418083,0.06603275,0.04452249,0.21639274,0.05402999,0.0477426,1,1
2026-07-08T16:57:31.886,2191658.281,19,"11520446,87.50,-12.50,290.00,0.00,0.03,-1.08,-4.39,11.35,3.78",11520446.0,87.5,-12.5,290.0,0.0,0.03,-1.08,-4.39,11.35,3.78,0.0,-0.03,-0.055,-0.0006250000000000007,-0.015499999999999998,-0.050625,0.2178056,0.06646099,0.039374735,0.22138073,0.05217676,0.042974774,1,1
2026-07-08T16:57:32.090,2191658.484,22,"11736439,87.50,-72.50,295.00,0.03,-0.02,-1.02,3.05,8.36,-1.22",11736439.0,87.5,-72.5,295.0,0.03,-0.02,-1.02,3.05,8.36,-1.22,0.0,-0.03,-0.055,-0.0036250000000000006,-0.015249999999999998,-0.050625,0.19428997,0.05942357,0.06503102,0.20103522,0.04533719,0.06746396,1,1
2026-07-08T16:57:32.280,2191658.671,25,"11952443,132.50,-10.00,435.00,0.02,-0.08,-0.95",11952443.0,132.5,-10.0,435.0,0.02,-0.08,-0.95,nan,nan,nan,0.0,-0.03,-0.055,-0.0005000000000000009,-0.008249999999999997,-0.048375,0.16360563,0.05107087,0.10401981,0.16932403,0.029239826,0.10683204,1,1
