freeze_index,host_timestamp_iso,frame_idx,sensor_table_x_m,sensor_table_y_m,sensor_table_z_m,mag_table_x_uT,mag_table_y_uT,mag_table_z_uT
1,2026-07-15T17:06:59.463,111,0.039313316345214844,-0.09088538587093353,0.16138510406017303,-0.009946836158633232,-0.01540222018957138,0.019142240285873413
2,2026-07-15T17:06:59.830,122,0.03151051700115204,-0.08417771756649017,0.1371856927871704,-0.010801371186971664,-0.01835380494594574,0.024972781538963318
3,2026-07-15T17:07:00.184,133,0.033890288323163986,-0.07187266647815704,0.11029647290706635,-0.011428773403167725,-0.04306445270776749,0.05445748567581177
4,2026-07-15T17:07:00.514,143,0.03892824798822403,-0.06361640244722366,0.09478249400854111,0.004460286349058151,-0.08164194971323013,0.10025512427091599
5,2026-07-15T17:07:00.877,154,0.03240459784865379,-0.05681053549051285,0.08062295615673065,-0.008702602237462997,0.008373741060495377,0.10405147075653076
6,2026-07-15T17:07:01.242,166,0.020984316244721413,-0.045608993619680405,0.06921166181564331,-0.018383542774245143,-0.2296919859945774,0.2569960057735443
7,2026-07-15T17:07:01.594,176,9.537763253320009e-05,-0.03035210259258747,0.06734675914049149,-0.3488842350925552,-0.017075641080737114,0.3837110623717308
8,2026-07-15T17:07:01.939,186,-0.0011870331363752484,-0.03146699443459511,0.06550321727991104,-0.4126202993793413,-0.030278507620096207,0.4154244288802147
9,2026-07-15T17:07:02.292,197,0.01847376860678196,-0.05194491893053055,0.0834076926112175,-0.06824174337089062,-0.12297563999891281,0.18245605379343033
10,2026-07-15T17:07:02.632,207,0.05212882533669472,-0.05572810024023056,0.10610286146402359,0.023770976811647415,-0.02906014770269394,0.07969764620065689
11,2026-07-15T17:07:02.996,218,0.08004426211118698,-0.05551285296678543,0.11583713442087173,0.025455065071582794,-0.014074943959712982,0.05216393619775772
12,2026-07-15T17:07:03.339,228,0.10036349296569824,-0.05541741102933884,0.10837694257497787,0.021003320813179016,-0.007880516350269318,0.020454786717891693
13,2026-07-15T17:07:03.690,238,0.11463535577058792,-0.06032012403011322,0.11055328696966171,0.014311276376247406,-0.00846591591835022,0.017866261303424835
14,2026-07-15T17:07:04.047,248,0.08231505751609802,-0.043262556195259094,0.12464431673288345,0.025959253311157227,0.003218129277229309,0.031847961246967316
15,2026-07-15T17:07:04.419,256,0.07174032181501389,-0.009667521342635155,0.10232777893543243,0.012572020292282104,0.07901602052152157,0.034024447202682495
16,2026-07-15T17:07:04.779,266,0.04551270976662636,0.02161894179880619,0.0877966657280922,-0.11265914514660835,0.14109759591519833,-0.11444004625082016
17,2026-07-15T17:07:05.130,275,0.03876849263906479,0.03997519984841347,0.08357708901166916,-0.1431860327720642,0.03893953189253807,-0.18269630521535873
18,2026-07-15T17:07:05.496,285,0.03326749801635742,0.054678115993738174,0.07727766782045364,-0.13154073059558868,-0.09508630633354187,-0.18370689451694489
19,2026-07-15T17:07:05.841,295,0.02795334719121456,0.07093719393014908,0.0737333744764328,-0.06876635365188122,-0.1217055693268776,-0.10651249065995216
20,2026-07-15T17:07:06.211,305,0.009784024208784103,0.09075962007045746,0.06274384260177612,-0.023725357837975025,-0.1315816268324852,-0.07581179961562157
21,2026-07-15T17:07:06.561,314,-0.005504351109266281,0.09493830800056458,0.06501661986112595,0.021978748962283134,-0.09893916733562946,-0.03994712792336941
22,2026-07-15T17:07:06.919,323,-0.029706552624702454,0.09244473278522491,0.05542474612593651,0.0489946473389864,-0.07362985983490944,-0.02341131493449211
23,2026-07-15T17:07:07.286,332,-0.037333156913518906,0.08035384863615036,0.04660491272807121,0.06493188254535198,-0.067273810505867,-0.005715176463127136
24,2026-07-15T17:07:07.633,341,-0.0414893738925457,0.06684152781963348,0.03742000088095665,0.1188410185277462,-0.07792758848518133,-0.009506255388259888
25,2026-07-15T17:07:07.980,351,-0.05678439512848854,0.055244363844394684,0.04613818600773811,0.09427696838974953,-0.01797168329358101,-0.02793010137975216
26,2026-07-15T17:07:09.375,391,-0.06620749831199646,-0.021016526967287064,0.07154259085655212,-0.01943901926279068,0.035760690458118916,-0.002050355076789856
27,2026-07-15T17:07:09.746,402,-0.058308377861976624,-0.028174160048365593,0.0781116709113121,-0.03195970505475998,0.029647419112734497,0.004879623651504517
28,2026-07-15T17:07:10.081,411,-0.060838017612695694,-0.030081672593951225,0.07130308449268341,-0.042808692902326584,0.03189733671024442,0.00755029171705246
29,2026-07-15T17:07:10.442,421,-0.049440402537584305,-0.036290720105171204,0.05662208050489426,-0.07609696313738823,0.033609328558668494,0.016235336661338806
30,2026-07-15T17:07:10.807,431,-0.05458966642618179,-0.04832763597369194,0.05627501755952835,-0.06908067315816879,0.0025891363620758057,0.01274755597114563
31,2026-07-15T17:07:11.158,441,-0.04492659494280815,-0.03283929452300072,0.07122565060853958,-0.07135969027876854,0.056835899129509926,0.02783866971731186
32,2026-07-15T17:07:11.517,451,-0.02816428802907467,0.0021800065878778696,0.08317850530147552,-0.00014703534543514252,-1.8364982679486275e-05,0.0005162358283996582
33,2026-07-15T17:07:11.856,460,-0.017780851572752,0.02664913982152939,0.07386904954910278,0.16517231985926628,0.10374236851930618,-0.21036256849765778
34,2026-07-15T17:07:12.225,470,-0.00995377916842699,0.03719006106257439,0.06651770323514938,0.3218373479321599,-0.05129380524158478,-0.38789277523756027
35,2026-07-15T17:07:12.590,479,-0.011865363456308842,0.03410746902227402,0.07163796573877335,0.3044563988223672,0.0026344619691371918,-0.34759653359651566
36,2026-07-15T17:07:12.930,488,0.00020688660151790828,0.031887564808130264,0.08631441742181778,0.09614765011065174,0.06278442218899727,-0.279573492705822
37,2026-07-15T17:07:13.282,498,0.014501910656690598,0.024262603372335434,0.09734264016151428,-0.010098894126713276,0.1251491643488407,-0.1719641014933586
38,2026-07-15T17:07:13.646,508,0.019125815480947495,0.002115383744239807,0.10094022005796432,-0.02693500043824315,0.1784694790840149,-0.0792798139154911
39,2026-07-15T17:07:13.981,517,0.01124758180230856,-0.013381334953010082,0.10294860601425171,-0.05925025325268507,0.13911012094467878,0.09372657537460327
40,2026-07-15T17:07:14.353,528,0.015188310295343399,-0.021037202328443527,0.11109095066785812,-0.04503127560019493,0.07477246224880219,0.08692946285009384
41,2026-07-15T17:07:14.714,538,0.01383267343044281,-0.018923763185739517,0.12606453895568848,-0.03280033729970455,0.06284834817051888,0.05433638393878937
42,2026-07-15T17:07:15.077,547,0.012496493756771088,-0.027470309287309647,0.12597261369228363,-0.03506266139447689,0.04039624612778425,0.05696232616901398
